Product_id,Selling_Price
SCHE4YSTDVPVZVXW,3262.107192657143
ACCEGCATKHNRXUHW,1920.9481397285704
NKCE6GJ5XVJDXNNZ,11774.493801728573
NKCEB8BK3ZXDHDHM,9347.64231124286
TOPEFDXSAHRNPF94,5564.375230642859
ACCE558KZHEPZYMG,9294.652951298414
ACCEAZCVAMFHDPY7,5236.24291512857
NKCDYNY37JPBGBVM,2602.4555497428573
NKCEY8KWY33FCUYD,7645.1151169714285
RNGE4YPTQYRECV9J,4579.5085330428565
NKCE88AHBHJZREXH,3878.11825227143
CLTEJ5ZZGBP4JGGE,8010.376292742855
WATE3NWH5FZWAMDA,8142.090791685713
CAGE53FSFZVFPFHQ,1604.9250642000004
PCSEAKVBFFPGCHNZ,3836.203451554286
WATDFFH3KJYBTYGG,7166.338307657144
NKCDWHFQSCHHYZMP,2707.5127526999995
RNGEB2PG3Q5RKDW6,3088.9674358285724
NKCE5UY9HHPZGGUZ,4443.425145322858
KTAEHETW3ZCMFMJR,4109.164289837144
BRAEBBYRVF9MHJHU,7784.444172614288
NKCEAX7HAQ2RJA3Q,10237.533827842859
CRTECN2RQZWBSP9W,4997.68467482857
WATDEWZ9UHSEHGZG,9292.95205677143
PTPEYW8HNV6G9YYR,2872.8177044428576
ACCEAMGZRRYVAHDC,4994.000540642856
SRTEHHXG8MUXTGPA,5947.936626328572
SKIE4S4NN4MHYM3Z,5154.515895200001
HMBE7G34YHWPWKYN,7071.517333471428
LLIEGTMFJBD7ZZZM,13784.04083288571
ACCEJGH6JVTM4CBH,833.2196430599997
ACCDQDYBXJ9HZF37,10073.882749285714
RNGE88FRGZCXNKUG,635.3338413342857
NKCE7M3QNNPZDXHQ,10424.934052042854
VLBEGFFDP9H6WG2T,3531.8211562428564
TOPEAFG4YEQSH5TT,2428.5325932285714
WATEYAP3K2QQQWDH,5209.609341999997
PCSEBDFUFJWGARNX,10747.5545087
SWTEGXQFZY95SKG7,4877.730892429594
BRAEGJFXSM9ZQ6SK,7053.109645471427
CAGE6FYKP34GA4GF,7490.251380600001
HMBEJCMH78VJF3M8,4401.3908964270595
HIFEB7J3GSTVN5XJ,10477.476024185713
PBXE6ZHNGZREWWHR,4712.990853223809
PCSEAKVBNXFGZBKB,6774.074237442859
BRAEBBMQQNZ9RZWR,5780.653692614287
ACCEGKFCXHZZH44S,742.6274422221429
SHODXQRRGKZ74U9M,4300.82868827143
DREE2Y6DVEKVVQQS,4477.341602642859
PBXE8ZHHG5Y525BT,6863.009680642858
CTTEH9FXZHGFKUA3,7947.341587928575
ACCDXFZXGQTBTM6N,3591.1699950285715
NKCE9PFF3TT4KSQJ,7935.209589628567
BRAE6NZAZK77HXZK,937.5773971714287
NKCE4TV42BHDP63U,3406.516458157143
AIREDGGD9RJPZGYW,5586.891145500001
PCSEDAPMHR2HNHWP,8265.442754999996
PACE95FMAFXHZB5C,4531.596244347538
WATDG4KP445AV5XC,13471.168304657149
ACCE9EYRRNZYZUBG,457.99739093571435
ACCE8XZMAHNC8JVS,633.7395400178573
SHOED5DCSTQKZCGF,3661.9480592826535
NKCE64Z4NGBHNAY7,3521.432300328571
PBXE8WQTZ5GA2YYQ,713.7650005285718
MUGEGZUMGYAPVSZH,4499.738506071429
PBXE4RB3Y3GXWPFV,717.8350139742855
PCSE2ZFDJJGFNHC7,691.7925387492855
CRTECN2QT5HKHZ8F,4847.246892987758
MUGEACY8Q7ZYSTN8,1469.9083062857146
ACCEGG9VGRMQGHRD,7290.554009485715
PCSE76X48PVSDDVK,1119.575167642857
PBXE6677X2D6UFZZ,5730.750290942854
WCKEGGGD2TXHHTJC,297.84357513214286
NKCE7MMGF4PPGNA6,2958.9790266142863
CRTECN2QYTPHK5YQ,5001.457760428569
OIDEJFCWMMR6JQBE,5683.8120358
WATE5HFY4MJX6CHD,5227.284360214285
DREE4FC4TAR8M5GN,1366.6175140028563
HACEGPF9DZVUZBFY,7925.579569671428
PBXE4Q7YF5KUYJYW,11517.300564499994
SHIED9YEH65NSA8N,10528.429130514285
WATDHMQJ68MVBRFV,13785.874160271422
HMBEGWTFEV4TF2RH,3237.581641128571
SHIE2FH7YTVDHFGT,3071.2533901857123
CRTECN2QYRY2KWZF,4470.4070492571445
TSHEDJXPN4HNT2UP,6076.477731728569
SHOECZH5WGBZHZES,2608.93590595
NKCEDCT9MSAYG6H5,5400.972086928572
SOCEGGVYBTZPKXVP,4630.229333614286
PBXECARAQBCDSAZW,3331.5729828428584
CAGDU85YDHP9ZJH7,2254.4604958428567
TCVEHSMFEGNCAGYN,5036.198123742855
RNGEDAPFZ2GKRUER,868.3433820857144
CAGDY9Q7HSNDHGFC,3730.5079320714285
NKCECKHYZVHBQU9F,486.06738942857163
NKCDQSVCRH8W73GF,6658.423998714286
